Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
08/30/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Empire State Plaza Convention Hall,FREE
08/30/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/30/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/27/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/27/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/27/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/27/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/26/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Empire State Plaza Convention Hall,FREE
08/26/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/26/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/26/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/25/2021,5:30 P.M.,8:30 P.M.,Capital Concert Series featuring the Legendary Wailers,"Presented by SEFCU on Wednesday, August 25 from 5:30 p.m. - 8:30 p.m.",Empire State Plaza,FREE
08/25/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/25/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/25/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/25/2021,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza North End,FREE
08/25/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/24/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/24/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/24/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/24/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/23/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Empire State Plaza Convention Hall,FREE
08/23/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/23/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/23/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/20/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/20/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/20/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/20/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/19/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/19/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/19/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/18/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
04/12/2023,10:00 A.M.,2:00 P.M.,Farmers Market,Indoors on the South Concourse,Empire State Plaza,FREE
08/18/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/18/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/18/2021,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza North End,FREE
08/18/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/17/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Meeting Room 6,FREE
08/17/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/17/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/17/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/16/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/16/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/16/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/13/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/13/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/13/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/13/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/12/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/12/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/12/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/12/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/11/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/11/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/11/2021,11:00 A.M.,8:30 P.M.,Capital Concert Series featuring Lit,"Presented by SEFCU on Wednesday, August 11 from 11 a.m. - 8:30 p.m.",Empire State Plaza,FREE
08/11/2021,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza North End,FREE
08/11/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/10/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Meeting Room 6,FREE
08/10/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/10/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/10/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/09/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",Meeting Room 6,FREE
08/09/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/09/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/06/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/06/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
04/19/2023,10:00 A.M.,2:00 P.M.,Farmers Market,Indoors on the South Concourse,Empire State Plaza,FREE
08/06/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/06/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/05/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/05/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/05/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/05/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/04/2021,5:30 P.M.,8:30 P.M.,Capital Concert Series featuring Ginuwine,"Presented by SEFCU on Wednesday, August 4 from 5:30 - 8:30 p.m.",Empire State Plaza,FREE
08/04/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
08/04/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/04/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/04/2021,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza North End,FREE
08/04/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/03/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/03/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/03/2021,11:00 A.M.,2:00 P.M.,Empire State Plaza Food Trucks and Vendors,Enjoy your lunch outdoors on the beautiful Empire State Plaza!,Plaza Level,FREE
08/03/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/03/2021,8:00 A.M.,1:00 P.M.,Red Cross Blood Drive by Appointment,Sin datos,"Empire State Plaza Concourse, Between Logan's Deli and a La Mode Frozen Yogurt",FREE
08/02/2021,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presented by Highmark Blue Shield of Northeastern New York,"FREE fitness classes Mondays, Tuesdays, and Thursdays at 5p.",West Capitol Park,FREE
08/02/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
08/02/2021,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
07/30/2021,2:00 P.M.,3:00 P.M.,Empire State Plaza Tour,Wednesday - Friday at 2 p.m. - Learn how government and culture are housed within the Plaza's Modern Architecture,Outside the Egg,FREE
07/30/2021,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,Monday through Friday at 10:00 a.m. and noon.,Information Desk in Capitol's State Street Lobby,FREE
